user_id,session_start_time,session_duration_min,active_period_label,avg_video_duration_sec,switch_frequency,content_emotion_score,content_type_keywords,repeated_viewing_ratio,skipped_intro_ratio,saved_to_favorites,3_day_total_watch_time,short_video_ratio,self_reported_goal,psych_state_label
U_ALT148,2025-06-12 17:04:00,78.4,afternoon,25.1,0.9,0.97,"['unexpected win', 'positive feedback', 'happy ending']",0.17,0.15,False,296.6,0.65,I want to enjoy the moment,reward
U_ALT149,2025-06-12 04:42:00,24.5,late_night,34.4,2.4,0.63,"['no sleep', 'digital fatigue', 'long work hours']",0.39,0.73,True,669.3,0.6,I want better balance,exhaustion
U_ALT150,2025-06-12 10:00:00,40.2,morning,16.6,3.1,-0.85,"['failed test', 'overspending', 'missed goal']",0.17,0.3,True,348.1,0.87,I want to be more productive,guilt
U_ALT151,2025-06-12 18:49:00,19.9,night,6.4,1.0,-0.67,"['overspending', 'cheat story', 'wasted time']",0.37,0.58,True,621.2,0.84,I wish I had used time better,guilt
U_ALT152,2025-06-12 11:39:00,46.4,morning,30.0,1.6,-0.44,"['overwork', 'crash nap', 'power nap']",0.28,0.6,False,195.2,0.88,I need rest,exhaustion
U_ALT153,2025-06-12 00:02:00,27.8,late_night,15.7,2.1,-0.89,"['burnout symptoms', 'power nap', 'mental drain']",0.35,0.81,False,517.8,0.82,I need rest,exhaustion
U_ALT154,2025-06-12 12:43:00,31.4,afternoon,46.4,0.9,0.43,"['digital cling', 'fear of missing out', 'check notifications']",0.06,0.65,False,603.2,0.72,I want to be more independent,dependency
U_ALT155,2025-06-12 13:53:00,29.3,afternoon,56.1,2.7,0.64,"['late work', 'poor grades', 'bad habit']",0.35,0.77,False,411.2,0.7,I want to be more productive,guilt
U_ALT156,2025-06-12 07:28:00,49.0,morning,16.9,3.0,0.55,"['cheat story', 'wasted time', 'bad habit']",0.33,0.14,False,610.5,0.94,I want to be more productive,guilt
U_ALT157,2025-06-12 07:57:00,8.9,morning,20.5,3.1,0.61,"['positive feedback', 'good news', 'happy ending']",0.35,0.17,False,223.3,0.94,I want to enjoy the moment,reward
U_ALT158,2025-06-12 19:10:00,36.5,night,11.4,1.8,0.84,"['overwork', 'mental drain', 'fatigue']",0.09,0.35,False,632.5,0.67,I want better balance,exhaustion
U_ALT159,2025-06-12 16:50:00,48.0,afternoon,40.3,3.4,-0.55,"['job loss', 'market panic', 'health scare']",0.34,0.14,False,683.1,0.75,I want to feel safe again,anxious
U_ALT160,2025-06-12 05:12:00,60.3,late_night,9.4,1.3,0.31,"['coffee addiction', ""can't stop"", 'digital cling']",0.15,0.14,True,653.0,0.56,I want to take control of my habits,dependency
U_ALT161,2025-06-12 04:09:00,8.1,late_night,68.4,3.0,0.56,"['funny fail', 'unexpected win', 'congrats']",0.21,0.39,True,569.4,0.57,I want to enjoy the moment,reward
U_ALT162,2025-06-12 11:30:00,46.1,morning,40.4,2.6,0.18,"['meme gold', 'birthday cake', 'funny fail']",0.12,0.61,True,463.0,0.65,I want to enjoy the moment,reward
U_ALT163,2025-06-12 05:04:00,10.1,late_night,22.5,2.8,-0.8,"['always online', 'digital cling', 'fear of missing out']",0.23,0.68,False,316.2,0.7,I want to take control of my habits,dependency
U_ALT164,2025-06-12 15:47:00,45.8,afternoon,8.3,3.4,0.17,"['overspending', 'failed test', 'missed deadline']",0.22,0.13,True,642.7,0.77,I wish I had used time better,guilt
U_ALT165,2025-06-12 22:14:00,57.1,night,7.0,1.5,-0.86,"['dystopia', 'stock crash', 'disaster']",0.02,0.69,False,263.2,0.77,I need to relax my mind,anxious
U_ALT166,2025-06-12 00:39:00,30.5,late_night,10.5,2.7,-0.74,"[""can't stop"", 'daily routine', 'sleep with phone']",0.12,0.28,True,237.0,0.56,I want to take control of my habits,dependency
U_ALT167,2025-06-12 13:36:00,40.0,afternoon,40.5,2.8,0.83,"['fatigue', 'overstimulated', 'digital fatigue']",0.02,0.46,False,549.9,0.87,I need rest,exhaustion
U_ALT168,2025-06-12 18:35:00,30.3,night,11.9,1.2,0.28,"['interview fail', 'stock crash', 'bad news']",0.31,0.89,True,351.2,0.97,I want to feel safe again,anxious
U_ALT169,2025-06-12 19:30:00,47.9,night,11.6,1.7,0.36,"['daily routine', 'constant refresh', 'coffee addiction']",0.07,0.53,True,561.3,0.55,I want to take control of my habits,dependency
U_ALT170,2025-06-12 10:24:00,82.6,morning,9.8,2.0,-0.16,"['always online', ""can't stop"", 'sleep with phone']",0.35,0.32,True,344.9,0.93,I want to be more independent,dependency
U_ALT171,2025-06-12 12:55:00,24.0,afternoon,45.5,2.5,0.72,"['late work', 'regret', 'overspending']",0.29,0.27,False,547.4,0.58,I wish I had used time better,guilt
U_ALT172,2025-06-12 15:51:00,38.8,afternoon,51.3,2.5,0.35,"['constant refresh', 'fear of missing out', 'coffee addiction']",0.08,0.6,False,565.7,0.86,I want to take control of my habits,dependency
U_ALT173,2025-06-12 02:07:00,48.8,late_night,59.5,1.8,-0.44,"['always online', 'sleep with phone', 'coffee addiction']",0.29,0.17,True,585.4,0.64,I want to be more independent,dependency
U_ALT174,2025-06-12 10:02:00,56.2,morning,52.5,1.3,-0.78,"['late work', 'procrastination', 'failed test']",0.16,0.11,True,554.0,0.62,I want to be more productive,guilt
U_ALT175,2025-06-12 15:39:00,70.6,afternoon,11.8,1.0,-0.49,"['bad news', 'war update', 'recession']",0.18,0.84,True,485.4,0.62,I want to feel safe again,anxious
U_ALT176,2025-06-12 06:15:00,11.6,morning,56.0,2.8,0.02,"['long work hours', 'digital fatigue', 'overwork']",0.25,0.33,False,388.7,0.92,I need rest,exhaustion
U_ALT177,2025-06-12 09:49:00,18.3,morning,69.6,0.7,0.91,"['mental drain', 'digital fatigue', 'power nap']",0.25,0.5,False,469.7,0.76,I want better balance,exhaustion
U_ALT178,2025-06-12 12:11:00,45.9,afternoon,42.3,1.4,-0.61,"['job loss', 'war update', 'disaster']",0.09,0.49,True,604.5,0.67,I need to relax my mind,anxious
U_ALT179,2025-06-12 11:54:00,44.0,morning,50.9,2.2,0.4,"['digital fatigue', 'power nap', 'burnout symptoms']",0.01,0.8,False,465.3,0.85,I need rest,exhaustion
U_ALT180,2025-06-12 08:18:00,37.1,morning,28.2,1.9,-0.7,"['missed deadline', 'wasted time', 'late work']",0.14,0.84,True,493.3,0.8,I wish I had used time better,guilt
U_ALT181,2025-06-12 22:26:00,36.3,night,58.1,3.0,-0.56,"['overwork', 'stretch break', 'burnout symptoms']",0.25,0.19,True,591.7,0.82,I want better balance,exhaustion
U_ALT182,2025-06-12 10:48:00,68.2,morning,8.7,1.0,0.12,"['sleep with phone', 'coffee addiction', 'daily routine']",0.15,0.32,False,215.5,0.95,I want to be more independent,dependency
U_ALT183,2025-06-12 02:55:00,10.2,late_night,29.0,1.7,-0.72,"['good news', 'win prize', 'happy ending']",0.26,0.4,False,319.2,0.8,I deserve this joy,reward
U_ALT184,2025-06-12 13:12:00,17.3,afternoon,69.0,0.8,0.65,"['missed goal', 'late work', 'ignored calls']",0.4,0.26,False,330.0,0.82,I wish I had used time better,guilt
U_ALT185,2025-06-12 20:39:00,82.1,night,37.8,1.4,-0.9,"['burnout symptoms', 'long work hours', 'no sleep']",0.35,0.15,False,289.0,0.75,I want better balance,exhaustion
U_ALT186,2025-06-12 13:02:00,53.5,afternoon,29.5,0.9,-0.35,"['procrastination', 'wasted time', 'failed test']",0.33,0.31,False,614.6,0.7,I want to be more productive,guilt
U_ALT187,2025-06-12 16:07:00,70.9,afternoon,41.2,2.9,0.85,"['fatigue', 'no sleep', 'overwork']",0.4,0.87,False,699.6,0.72,I need rest,exhaustion
U_ALT188,2025-06-12 17:35:00,51.0,afternoon,19.0,0.7,0.07,"['job loss', 'climate news', 'disaster']",0.05,0.4,True,400.4,0.74,I need to relax my mind,anxious
U_ALT189,2025-06-12 08:44:00,76.0,morning,53.0,2.4,0.09,"['birthday cake', 'bonus drop', 'congrats']",0.16,0.25,True,401.4,0.78,I want to enjoy the moment,reward
U_ALT190,2025-06-12 16:48:00,31.8,afternoon,45.4,2.0,0.61,"['coffee addiction', 'digital cling', 'always online']",0.29,0.47,True,194.1,0.64,I want to take control of my habits,dependency
U_ALT191,2025-06-12 01:11:00,67.5,late_night,12.7,1.8,-0.08,"['late work', 'bad habit', 'ignored calls']",0.02,0.36,False,334.3,0.67,I wish I had used time better,guilt
U_ALT192,2025-06-12 16:16:00,73.6,afternoon,60.4,3.0,0.94,"['burnout symptoms', 'overstimulated', 'overwork']",0.11,0.38,True,635.6,0.7,I want better balance,exhaustion
U_ALT193,2025-06-12 03:38:00,83.1,late_night,62.0,1.5,0.45,"['fatigue', 'overwork', 'crash nap']",0.06,0.43,False,651.2,0.88,I need rest,exhaustion
U_ALT194,2025-06-12 11:05:00,82.7,morning,39.1,2.7,-0.99,"['late work', 'wasted time', 'missed goal']",0.08,0.53,False,501.3,0.59,I want to be more productive,guilt
U_ALT195,2025-06-12 03:12:00,19.7,late_night,26.3,1.9,0.54,"['always online', 'fear of missing out', 'check notifications']",0.15,0.13,True,444.9,0.94,I want to be more independent,dependency
U_ALT196,2025-06-12 03:21:00,61.3,late_night,36.5,1.1,0.32,"['procrastination', 'missed goal', 'failed test']",0.33,0.18,False,616.8,0.97,I want to be more productive,guilt
U_ALT197,2025-06-12 19:05:00,72.9,night,27.1,1.9,0.13,"['poor grades', 'missed goal', 'procrastination']",0.26,0.39,True,532.2,0.58,I want to be more productive,guilt
U_ALT198,2025-06-12 00:20:00,77.0,late_night,25.0,1.1,0.87,"['long work hours', 'overwork', 'work stress']",0.37,0.33,True,693.0,0.78,I want better balance,exhaustion
U_ALT199,2025-06-12 15:22:00,57.2,afternoon,41.1,0.7,-0.19,"['missed goal', 'cheat story', 'failed test']",0.13,0.12,True,251.6,0.88,I want to be more productive,guilt
U_ALT200,2025-06-12 13:53:00,77.5,afternoon,36.7,2.9,-0.87,"[""can't stop"", 'compulsive scrolling', 'daily routine']",0.23,0.54,False,518.0,0.78,I want to be more independent,dependency
U_ALT201,2025-06-12 17:47:00,32.1,afternoon,48.0,0.4,-0.72,"['birthday cake', 'celebration', 'unexpected win']",0.38,0.46,True,408.5,0.97,I want to enjoy the moment,reward
U_ALT202,2025-06-12 17:24:00,15.4,afternoon,30.0,1.7,-0.18,"['cheat story', 'late work', 'missed goal']",0.3,0.32,True,210.6,0.8,I wish I had used time better,guilt
U_ALT203,2025-06-12 07:07:00,15.9,morning,5.4,2.1,-0.18,"['overstimulated', 'fatigue', 'no sleep']",0.36,0.55,False,234.1,0.62,I need rest,exhaustion
U_ALT204,2025-06-12 13:25:00,70.7,afternoon,63.6,2.5,0.82,"['anxiety tips', 'job loss', 'interview fail']",0.2,0.66,False,478.9,0.61,I need to relax my mind,anxious
U_ALT205,2025-06-12 12:02:00,67.5,afternoon,52.4,0.5,-0.98,"['digital cling', 'sleep with phone', 'coffee addiction']",0.18,0.72,True,379.0,0.57,I want to be more independent,dependency
U_ALT206,2025-06-12 20:42:00,51.6,night,45.1,1.6,-0.59,"['happy ending', 'meme gold', 'unexpected win']",0.35,0.32,False,573.8,0.72,I want to enjoy the moment,reward
U_ALT207,2025-06-12 05:57:00,31.6,late_night,12.6,3.0,0.17,"['funny fail', 'surprise box', 'unexpected win']",0.02,0.49,False,216.9,0.79,I want to enjoy the moment,reward
U_ALT208,2025-06-12 09:35:00,44.4,morning,26.1,0.6,-0.67,"['coffee addiction', 'compulsive scrolling', 'daily routine']",0.25,0.38,True,431.6,0.63,I want to take control of my habits,dependency
U_ALT209,2025-06-12 01:48:00,43.2,late_night,45.4,1.9,-0.74,"[""can't stop"", 'constant refresh', 'compulsive scrolling']",0.26,0.64,False,262.0,0.87,I want to take control of my habits,dependency
U_ALT210,2025-06-12 09:37:00,21.8,morning,64.3,1.1,-0.26,"['digital cling', 'daily routine', 'coffee addiction']",0.23,0.24,False,339.7,0.66,I want to be more independent,dependency
U_ALT211,2025-06-12 04:26:00,50.4,late_night,22.6,0.8,-0.2,"[""can't stop"", 'constant refresh', 'digital cling']",0.27,0.68,True,425.4,0.89,I want to take control of my habits,dependency
U_ALT212,2025-06-12 23:59:00,62.0,night,42.1,3.3,0.21,"['bad habit', 'late work', 'missed goal']",0.26,0.62,True,494.8,0.88,I want to be more productive,guilt
U_ALT213,2025-06-12 13:04:00,25.3,afternoon,16.5,1.9,-0.42,"['birthday cake', 'surprise box', 'happy ending']",0.07,0.34,False,550.7,0.91,I want to enjoy the moment,reward
U_ALT214,2025-06-12 02:19:00,24.7,late_night,45.4,1.0,0.5,"['fear of missing out', 'compulsive scrolling', ""can't stop""]",0.02,0.23,True,286.4,0.83,I want to be more independent,dependency
U_ALT215,2025-06-12 17:27:00,24.9,afternoon,24.4,1.5,0.95,"['fear of missing out', 'coffee addiction', 'check notifications']",0.09,0.27,True,236.0,0.76,I want to take control of my habits,dependency
U_ALT216,2025-06-12 02:28:00,8.5,late_night,8.3,1.3,0.27,"['failed test', 'overspending', 'poor grades']",0.13,0.21,True,622.9,0.75,I want to be more productive,guilt
U_ALT217,2025-06-12 12:33:00,13.5,afternoon,17.9,0.8,0.88,"['meme gold', 'celebration', 'funny fail']",0.23,0.72,True,613.6,0.76,I want to enjoy the moment,reward
U_ALT218,2025-06-12 07:03:00,42.0,morning,30.5,2.8,0.56,"['meme gold', 'funny fail', 'unexpected win']",0.0,0.58,False,557.1,0.94,I deserve this joy,reward
U_ALT219,2025-06-12 23:15:00,24.1,night,11.4,1.6,0.51,"['overspending', 'ignored calls', 'bad habit']",0.38,0.12,False,680.6,0.77,I wish I had used time better,guilt
U_ALT220,2025-06-12 21:53:00,56.9,night,39.5,2.0,0.53,"['win prize', 'unexpected win', 'funny fail']",0.07,0.61,True,502.6,0.71,I want to enjoy the moment,reward
U_ALT221,2025-06-12 15:17:00,20.5,afternoon,61.7,0.4,0.13,"['job loss', 'war update', 'dystopia']",0.23,0.3,False,370.8,0.96,I want to feel safe again,anxious
U_ALT222,2025-06-12 00:33:00,21.4,late_night,62.7,3.5,0.25,"['stock crash', 'disaster', 'war update']",0.09,0.26,False,246.7,0.67,I want to feel safe again,anxious
U_ALT223,2025-06-12 13:27:00,79.3,afternoon,13.7,0.8,0.65,"['overwork', 'crash nap', 'work stress']",0.02,0.27,True,473.8,0.67,I need rest,exhaustion
U_ALT224,2025-06-12 14:28:00,50.7,afternoon,59.4,1.9,-0.73,"['bonus drop', 'happy ending', 'meme gold']",0.11,0.75,False,285.3,0.68,I deserve this joy,reward
U_ALT225,2025-06-12 16:38:00,73.9,afternoon,11.9,0.8,0.04,"['overstimulated', 'overwork', 'work stress']",0.16,0.72,False,288.4,0.82,I need rest,exhaustion
U_ALT226,2025-06-12 17:15:00,30.1,afternoon,48.1,0.9,0.68,"['anxiety tips', 'interview fail', 'disaster']",0.13,0.65,False,223.0,0.72,I need to relax my mind,anxious
U_ALT227,2025-06-12 02:59:00,81.7,late_night,22.6,0.5,-0.93,"['happy ending', 'congrats', 'bonus drop']",0.19,0.3,False,228.6,0.81,I want to enjoy the moment,reward
U_ALT228,2025-06-12 20:10:00,34.9,night,7.0,3.1,-0.81,"['positive feedback', 'good news', 'surprise box']",0.29,0.46,True,436.6,0.65,I want to enjoy the moment,reward
U_ALT229,2025-06-12 05:20:00,83.0,late_night,13.2,3.1,0.33,"['work stress', 'mental drain', 'long work hours']",0.32,0.53,False,288.1,0.81,I need rest,exhaustion
U_ALT230,2025-06-12 07:57:00,39.8,morning,13.8,1.0,-0.21,"['coffee addiction', 'digital cling', 'constant refresh']",0.15,0.17,True,435.6,0.55,I want to be more independent,dependency
U_ALT231,2025-06-12 09:33:00,34.3,morning,32.5,1.1,0.34,"['no sleep', 'work stress', 'long work hours']",0.34,0.51,False,189.8,0.57,I want better balance,exhaustion
U_ALT232,2025-06-12 10:25:00,44.1,morning,24.4,0.6,0.23,"['check notifications', ""can't stop"", 'fear of missing out']",0.33,0.66,False,425.6,0.92,I want to be more independent,dependency
U_ALT233,2025-06-12 14:49:00,60.1,afternoon,19.6,1.2,-0.02,"['stretch break', 'work stress', 'mental drain']",0.32,0.17,True,183.6,0.81,I want better balance,exhaustion
U_ALT234,2025-06-12 22:50:00,22.1,night,58.0,0.9,0.3,"['dystopia', 'climate news', 'health scare']",0.01,0.41,True,314.3,0.6,I want to feel safe again,anxious
U_ALT235,2025-06-12 20:16:00,48.2,night,47.0,1.1,0.58,"['poor grades', 'failed test', 'overspending']",0.28,0.71,True,483.2,0.93,I wish I had used time better,guilt
U_ALT236,2025-06-12 08:33:00,42.5,morning,30.7,1.0,-0.5,"['procrastination', 'poor grades', 'cheat story']",0.13,0.46,True,295.2,0.87,I want to be more productive,guilt
U_ALT237,2025-06-12 19:39:00,42.6,night,42.7,0.6,0.67,"['good news', 'meme gold', 'unexpected win']",0.35,0.17,False,494.2,0.71,I deserve this joy,reward
U_ALT238,2025-06-12 11:44:00,55.8,morning,33.0,1.4,-0.43,"['overwork', 'fatigue', 'mental drain']",0.28,0.55,False,596.9,0.66,I need rest,exhaustion
U_ALT239,2025-06-12 00:08:00,74.6,late_night,67.5,0.9,-0.02,"['procrastination', 'wasted time', 'ignored calls']",0.23,0.12,True,238.5,0.87,I want to be more productive,guilt
U_ALT240,2025-06-12 15:42:00,30.1,afternoon,64.3,3.4,-0.32,"['fear of missing out', 'always online', 'check notifications']",0.14,0.84,True,253.3,0.85,I want to be more independent,dependency
U_ALT241,2025-06-12 22:15:00,27.9,night,13.9,1.0,0.25,"['procrastination', 'overspending', 'bad habit']",0.04,0.29,True,683.8,0.79,I want to be more productive,guilt
U_ALT242,2025-06-12 08:49:00,42.5,morning,23.0,0.4,0.9,"['work stress', 'no sleep', 'overwork']",0.27,0.82,True,199.9,0.94,I want better balance,exhaustion
U_ALT243,2025-06-12 18:40:00,80.8,night,41.8,2.5,0.96,"['procrastination', 'poor grades', 'failed test']",0.04,0.42,True,397.1,0.91,I want to be more productive,guilt
U_ALT244,2025-06-12 04:47:00,22.0,late_night,23.6,1.4,0.87,"['job loss', 'health scare', 'interview fail']",0.37,0.67,False,470.3,0.78,I need to relax my mind,anxious
U_ALT245,2025-06-12 03:00:00,21.0,late_night,38.2,0.8,-0.07,"[""can't stop"", 'compulsive scrolling', 'digital cling']",0.08,0.37,True,527.3,0.81,I want to take control of my habits,dependency
U_ALT246,2025-06-12 04:13:00,64.3,late_night,35.5,1.5,-0.14,"['sleep with phone', 'always online', 'compulsive scrolling']",0.02,0.72,True,641.7,0.85,I want to take control of my habits,dependency
U_ALT247,2025-06-12 00:46:00,52.5,late_night,8.7,2.9,0.37,"['surprise box', 'unexpected win', 'congrats']",0.03,0.73,True,563.8,0.78,I deserve this joy,reward
U_ALT248,2025-06-12 22:08:00,76.8,night,59.1,3.2,0.73,"['war update', 'interview fail', 'dystopia']",0.27,0.14,True,466.6,0.6,I need to relax my mind,anxious
U_ALT249,2025-06-12 20:26:00,38.2,night,56.5,3.4,0.78,"['work stress', 'fatigue', 'burnout symptoms']",0.39,0.83,True,651.3,0.77,I want better balance,exhaustion
U_ALT250,2025-06-12 04:53:00,55.7,late_night,39.0,2.2,0.89,"['burnout symptoms', 'digital fatigue', 'power nap']",0.05,0.66,True,292.8,0.59,I want better balance,exhaustion
U_ALT251,2025-06-12 19:03:00,57.9,night,29.8,0.4,0.26,"['overspending', 'procrastination', 'missed deadline']",0.01,0.37,True,424.8,0.88,I want to be more productive,guilt
U_ALT252,2025-06-12 07:49:00,22.1,morning,31.1,2.4,0.31,"['crash nap', 'power nap', 'work stress']",0.19,0.58,False,382.8,0.61,I need rest,exhaustion
U_ALT253,2025-06-12 05:50:00,82.3,late_night,51.2,1.8,-0.61,"['happy ending', 'positive feedback', 'birthday cake']",0.25,0.85,True,445.5,0.98,I deserve this joy,reward
U_ALT254,2025-06-12 12:58:00,44.0,afternoon,30.5,2.3,0.82,"['bad habit', 'ignored calls', 'failed test']",0.33,0.52,True,509.5,0.6,I want to be more productive,guilt
U_ALT255,2025-06-12 20:41:00,31.7,night,47.9,2.5,0.39,"['surprise box', 'birthday cake', 'good news']",0.12,0.62,False,598.5,0.63,I deserve this joy,reward
U_ALT256,2025-06-12 17:09:00,9.1,afternoon,46.1,1.8,0.44,"['regret', 'missed goal', 'wasted time']",0.27,0.45,False,217.6,0.6,I want to be more productive,guilt
U_ALT257,2025-06-12 18:48:00,15.8,night,61.5,0.4,-0.96,"['constant refresh', 'always online', ""can't stop""]",0.03,0.87,True,367.4,0.91,I want to take control of my habits,dependency
U_ALT258,2025-06-12 22:45:00,54.7,night,55.4,3.4,0.93,"['digital cling', 'coffee addiction', 'check notifications']",0.1,0.22,True,447.7,0.72,I want to take control of my habits,dependency
U_ALT259,2025-06-12 14:51:00,72.3,afternoon,19.8,1.3,-0.14,"['missed deadline', 'cheat story', 'missed goal']",0.15,0.64,True,299.9,0.62,I wish I had used time better,guilt
U_ALT260,2025-06-12 21:59:00,40.6,night,23.5,2.7,0.68,"['war update', 'stock crash', 'recession']",0.06,0.55,False,643.7,0.55,I need to relax my mind,anxious
U_ALT261,2025-06-12 22:05:00,10.6,night,67.4,0.3,0.42,"['good news', 'surprise box', 'celebration']",0.09,0.29,True,456.0,0.75,I deserve this joy,reward
U_ALT262,2025-06-12 21:56:00,37.7,night,19.5,2.5,-0.71,"['wasted time', 'ignored calls', 'cheat story']",0.16,0.28,False,240.3,0.8,I wish I had used time better,guilt
U_ALT263,2025-06-12 10:43:00,15.9,morning,14.4,1.8,0.21,"['war update', 'bad news', 'recession']",0.29,0.18,True,451.0,0.8,I need to relax my mind,anxious
U_ALT264,2025-06-12 20:58:00,50.4,night,17.7,0.5,0.75,"['fear of missing out', ""can't stop"", 'daily routine']",0.14,0.82,False,381.1,0.8,I want to take control of my habits,dependency
U_ALT265,2025-06-12 10:57:00,74.5,morning,67.8,3.5,0.01,"['bonus drop', 'positive feedback', 'unexpected win']",0.27,0.14,False,275.5,0.96,I want to enjoy the moment,reward
U_ALT266,2025-06-12 23:42:00,82.2,night,34.5,1.3,0.31,"['work stress', 'power nap', 'no sleep']",0.04,0.59,True,684.5,0.88,I want better balance,exhaustion
U_ALT267,2025-06-12 18:02:00,12.6,night,5.2,0.5,-0.58,"['regret', 'poor grades', 'missed goal']",0.04,0.29,True,656.1,0.74,I wish I had used time better,guilt
U_ALT268,2025-06-12 09:24:00,64.9,morning,12.7,0.3,0.24,"[""can't stop"", 'digital cling', 'check notifications']",0.29,0.35,False,425.6,0.57,I want to take control of my habits,dependency
U_ALT269,2025-06-12 12:37:00,40.7,afternoon,17.3,1.7,0.24,"['climate news', 'recession', 'bad news']",0.21,0.12,True,498.6,0.58,I want to feel safe again,anxious
U_ALT270,2025-06-12 08:37:00,8.1,morning,48.5,3.0,0.84,"['fear of missing out', 'coffee addiction', 'compulsive scrolling']",0.33,0.42,False,193.1,0.59,I want to be more independent,dependency
U_ALT271,2025-06-12 09:03:00,59.6,morning,56.6,1.0,-0.53,"['always online', 'check notifications', 'sleep with phone']",0.38,0.32,False,273.1,0.89,I want to be more independent,dependency
U_ALT272,2025-06-12 19:18:00,33.0,night,34.7,2.2,-0.58,"['surprise box', 'congrats', 'happy ending']",0.38,0.33,False,600.0,0.67,I deserve this joy,reward
U_ALT273,2025-06-12 09:25:00,46.3,morning,52.2,2.7,0.25,"['stretch break', 'crash nap', 'mental drain']",0.25,0.45,True,514.3,0.72,I need rest,exhaustion
U_ALT274,2025-06-12 07:22:00,10.9,morning,38.9,3.3,0.83,"['disaster', 'anxiety tips', 'interview fail']",0.25,0.46,False,527.0,0.83,I want to feel safe again,anxious
U_ALT275,2025-06-12 08:36:00,54.5,morning,52.1,2.3,-0.18,"['disaster', 'stock crash', 'health scare']",0.01,0.55,True,294.8,0.86,I want to feel safe again,anxious
U_ALT276,2025-06-12 23:56:00,84.2,night,32.4,0.6,-0.35,"['digital cling', 'sleep with phone', 'constant refresh']",0.01,0.61,True,329.8,0.66,I want to be more independent,dependency
U_ALT277,2025-06-12 20:24:00,43.4,night,51.7,0.9,0.12,"['missed deadline', 'bad habit', 'overspending']",0.36,0.69,True,468.8,0.61,I wish I had used time better,guilt
U_ALT278,2025-06-12 02:40:00,38.1,late_night,26.0,2.2,-0.26,"['bad habit', 'procrastination', 'overspending']",0.06,0.3,False,262.3,0.95,I want to be more productive,guilt
U_ALT279,2025-06-12 06:31:00,79.9,morning,19.5,2.4,-0.56,"['interview fail', 'bad news', 'war update']",0.23,0.89,False,696.9,0.77,I need to relax my mind,anxious
U_ALT280,2025-06-12 09:42:00,58.1,morning,35.1,1.9,0.51,"['positive feedback', 'surprise box', 'meme gold']",0.09,0.19,True,584.0,0.72,I deserve this joy,reward
U_ALT281,2025-06-12 16:52:00,58.4,afternoon,68.8,1.8,-0.63,"[""can't stop"", 'fear of missing out', 'constant refresh']",0.04,0.56,False,535.7,0.75,I want to take control of my habits,dependency
U_ALT282,2025-06-12 02:48:00,52.7,late_night,30.0,0.7,-0.88,"['climate news', 'disaster', 'job loss']",0.33,0.53,True,470.9,0.77,I want to feel safe again,anxious
U_ALT283,2025-06-12 04:05:00,66.8,late_night,28.0,2.5,0.99,"['funny fail', 'positive feedback', 'unexpected win']",0.22,0.3,False,685.4,0.62,I deserve this joy,reward
U_ALT284,2025-06-12 10:21:00,23.6,morning,59.7,1.7,0.68,"['coffee addiction', 'constant refresh', 'daily routine']",0.04,0.2,False,641.8,0.89,I want to take control of my habits,dependency
U_ALT285,2025-06-12 02:04:00,29.3,late_night,49.4,2.1,-0.49,"['celebration', 'congrats', 'surprise box']",0.34,0.78,False,468.8,0.59,I want to enjoy the moment,reward
U_ALT286,2025-06-12 18:06:00,30.0,night,22.0,3.2,-0.1,"['no sleep', 'work stress', 'stretch break']",0.27,0.65,True,386.5,0.59,I want better balance,exhaustion
U_ALT287,2025-06-12 14:56:00,81.4,afternoon,24.7,0.4,-0.94,"['no sleep', 'burnout symptoms', 'digital fatigue']",0.2,0.12,True,459.5,0.7,I want better balance,exhaustion
U_ALT288,2025-06-12 22:11:00,52.0,night,58.5,1.2,-0.97,"['missed deadline', 'overspending', 'cheat story']",0.01,0.81,False,597.7,0.66,I wish I had used time better,guilt
U_ALT289,2025-06-12 14:04:00,22.0,afternoon,5.6,2.4,0.31,"['procrastination', 'failed test', 'wasted time']",0.36,0.14,False,523.7,0.63,I wish I had used time better,guilt
U_ALT290,2025-06-12 22:37:00,13.1,night,16.7,1.9,0.64,"['poor grades', 'cheat story', 'bad habit']",0.39,0.15,True,266.9,0.71,I want to be more productive,guilt
U_ALT291,2025-06-12 13:37:00,45.6,afternoon,57.5,3.4,0.91,"['missed goal', 'procrastination', 'failed test']",0.16,0.12,True,566.1,0.9,I wish I had used time better,guilt
U_ALT292,2025-06-12 07:50:00,34.2,morning,9.6,2.3,0.4,"['constant refresh', 'sleep with phone', 'check notifications']",0.21,0.89,True,508.5,0.77,I want to take control of my habits,dependency
U_ALT293,2025-06-12 18:21:00,56.6,night,68.2,3.5,0.61,"['disaster', 'climate news', 'bad news']",0.3,0.56,True,342.3,0.73,I need to relax my mind,anxious
U_ALT294,2025-06-12 03:46:00,48.4,late_night,28.4,3.3,-0.07,"['celebration', 'bonus drop', 'unexpected win']",0.03,0.61,True,196.0,0.77,I want to enjoy the moment,reward
U_ALT295,2025-06-12 14:20:00,12.5,afternoon,24.7,1.4,0.24,"['health scare', 'disaster', 'recession']",0.07,0.51,True,459.5,0.98,I want to feel safe again,anxious
U_ALT296,2025-06-12 08:24:00,41.4,morning,36.8,1.6,-0.76,"['missed deadline', 'overspending', 'bad habit']",0.25,0.16,False,282.9,0.79,I wish I had used time better,guilt
